ID,Section,Screen,Segment,Copy Type,Content,Status,Notes,Figma Link,Key,Variables,Condition,File,Line,Storage
109,Goals,Life Outside Work,,tag,Time with family,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3648,onboarding.outside-work.chips[0],,,src/scenes/OnboardingFlow.tsx,,constant
110,Goals,Life Outside Work,,tag,Travel,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3648,onboarding.outside-work.chips[1],,,src/scenes/OnboardingFlow.tsx,,constant
111,Goals,Life Outside Work,,tag,A wellness and fitness goal,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3648,onboarding.outside-work.chips[2],,,src/scenes/OnboardingFlow.tsx,,constant
112,Goals,Life Outside Work,,tag,A passion project,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3648,onboarding.outside-work.chips[3],,,src/scenes/OnboardingFlow.tsx,,constant
113,Goals,Life Outside Work,,tag,Financial independence,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3648,onboarding.outside-work.chips[4],,,src/scenes/OnboardingFlow.tsx,,constant
114,Goals,Life Outside Work,,tag,More free time,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3648,onboarding.outside-work.chips[5],,,src/scenes/OnboardingFlow.tsx,,constant
115,Business,Business Introduction,,headline,We've talked about your goals; now let's talk about how you want to get there.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.growth-intro.headline,,,src/scenes/OnboardingFlow.tsx,,inline
116,Business,Business Introduction,,body,"We'll synthesize everything — your goals, your book, your calendar — and put the most important things in front of you each day. These answers shape what that feels like.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.growth-intro.body,,,src/scenes/OnboardingFlow.tsx,,inline
117,Business,Business Introduction,,cta,Let's do it,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.growth-intro.cta,,,src/scenes/OnboardingFlow.tsx,,inline
118,Business,Growth Areas,,headline,How do you want to grow this year?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.headline,,,src/scenes/OnboardingFlow.tsx,,inline
119,Business,Growth Areas,,body,Choose up to 3 — I'll prioritize the work around these.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.sub,,,src/scenes/OnboardingFlow.tsx,,inline
120,Business,Growth Areas,,label,Understanding my path to Eagle or IAR,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.eagle.title,,,src/scenes/OnboardingFlow.tsx,,constant
121,Business,Growth Areas,,label,"Licensing, sequencing, what's next",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.eagle.sub,,,src/scenes/OnboardingFlow.tsx,,constant
122,Business,Growth Areas,,label,Starting broader planning conversations,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.broader.title,,,src/scenes/OnboardingFlow.tsx,,constant
123,Business,Growth Areas,,label,Moving clients beyond protection,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.broader.sub,,,src/scenes/OnboardingFlow.tsx,,constant
124,Business,Growth Areas,,label,Generating qualified referrals consistently,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.referrals.title,,,src/scenes/OnboardingFlow.tsx,,constant
125,Business,Growth Areas,,label,Beyond my initial market,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.referrals.sub,,,src/scenes/OnboardingFlow.tsx,,constant
126,Business,Growth Areas,,label,Positioning NYL as a full partner,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.positioning.title,,,src/scenes/OnboardingFlow.tsx,,constant
127,Business,Growth Areas,,label,Not just life insurance,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.positioning.sub,,,src/scenes/OnboardingFlow.tsx,,constant
128,Business,Growth Areas,,label,Keeping pipeline moving despite service burden,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.pipeline.title,,,src/scenes/OnboardingFlow.tsx,,constant
129,Business,Growth Areas,,label,Finding time to prospect,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.pipeline.sub,,,src/scenes/OnboardingFlow.tsx,,constant
130,Business,Growth Areas,,label,Understanding how holistic activity pays me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.holistic.title,,,src/scenes/OnboardingFlow.tsx,,constant
131,Business,Growth Areas,,label,"Council, Eagle, fee-based",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.progress-areas.options.holistic.sub,,,src/scenes/OnboardingFlow.tsx,,constant
132,Business,Time Drains,,headline,What's eating your week right now?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.headline,,,src/scenes/OnboardingFlow.tsx,,inline
133,Business,Time Drains,,body,Choose up to 3 — I'll start by taking these off your plate.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.sub,,,src/scenes/OnboardingFlow.tsx,,inline
134,Business,Time Drains,,label,Chasing case status and NIGO updates,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.nigo.title,,,src/scenes/OnboardingFlow.tsx,,constant
135,Business,Time Drains,,label,Delays that kill momentum,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.nigo.sub,,,src/scenes/OnboardingFlow.tsx,,constant
136,Business,Time Drains,,label,Client service issues pulling me away,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.service.title,,,src/scenes/OnboardingFlow.tsx,,constant
137,Business,Time Drains,,label,From prospecting and growth,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.service.sub,,,src/scenes/OnboardingFlow.tsx,,constant
138,Business,Time Drains,,label,"Finding the right system, form, or answer",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.systems.title,,,src/scenes/OnboardingFlow.tsx,,constant
139,Business,Time Drains,,label,Too much hunting,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.systems.sub,,,src/scenes/OnboardingFlow.tsx,,constant
140,Business,Time Drains,,label,Preparing for meetings across product lines,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.meeting-prep.title,,,src/scenes/OnboardingFlow.tsx,,constant
141,Business,Time Drains,,label,More complex than pure protection,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.meeting-prep.sub,,,src/scenes/OnboardingFlow.tsx,,constant
142,Business,Time Drains,,label,Admin after meetings,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.admin.title,,,src/scenes/OnboardingFlow.tsx,,constant
143,Business,Time Drains,,label,"Notes, next steps, follow-up emails",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.admin.sub,,,src/scenes/OnboardingFlow.tsx,,constant
144,Business,Time Drains,,label,Managing multi-product workflows,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.workflows.title,,,src/scenes/OnboardingFlow.tsx,,constant
145,Business,Time Drains,,label,Life + investments + planning,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,onboarding.time-pulls.options.workflows.sub,,,src/scenes/OnboardingFlow.tsx,,constant
146,Clients,Clients Introduction,,headline,You've told us where you're headed. Now let's understand how you're spending your time with clients.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.clients-intro.headline,,,src/scenes/OnboardingFlow.tsx,,inline
147,Clients,Clients Introduction,,body,"This is about how you engage clients, where you want support, and what earns your attention. I'll use those signals to surface the right opportunities, conversations, and next steps at the right time.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.clients-intro.body,,,src/scenes/OnboardingFlow.tsx,,inline
148,Clients,Clients Introduction,,cta,Let's do it,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.clients-intro.cta,,,src/scenes/OnboardingFlow.tsx,,inline
149,Clients,Client Signals,,headline,Which client signals matter most to you?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.headline,,,src/scenes/OnboardingFlow.tsx,,inline
150,Clients,Client Signals,,body,Select all that apply. I'll prioritize your alerts in this order.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.sub,,,src/scenes/OnboardingFlow.tsx,,inline
151,Clients,Client Signals,,label,Life events worth a planning conversation,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.life.title,,,src/scenes/OnboardingFlow.tsx,,constant
152,Clients,Client Signals,,label,The right moment to go deeper,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.life.sub,,,src/scenes/OnboardingFlow.tsx,,constant
153,Clients,Client Signals,,label,Lapse & retention risks,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.lapse.title,,,src/scenes/OnboardingFlow.tsx,,constant
154,Clients,Client Signals,,label,Clients at risk before they act,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.lapse.sub,,,src/scenes/OnboardingFlow.tsx,,constant
155,Clients,Client Signals,,label,Holistic expansion signals,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.expansion.title,,,src/scenes/OnboardingFlow.tsx,,constant
156,Clients,Client Signals,,label,Clients ready for more than protection,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.expansion.sub,,,src/scenes/OnboardingFlow.tsx,,constant
157,Clients,Client Signals,,label,Policy & plan milestones,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.milestones.title,,,src/scenes/OnboardingFlow.tsx,,constant
158,Clients,Client Signals,,label,"Anniversaries, conversion windows, RMDs",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.milestones.sub,,,src/scenes/OnboardingFlow.tsx,,constant
159,Clients,Client Signals,,label,Referral network signals,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.referral.title,,,src/scenes/OnboardingFlow.tsx,,constant
160,Clients,Client Signals,,label,Household connections worth exploring,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-signals.options.referral.sub,,,src/scenes/OnboardingFlow.tsx,,constant
161,Clients,Client Conversations,,headline,Which client conversations do you want more support with?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.headline,,,src/scenes/OnboardingFlow.tsx,,inline
162,Clients,Client Conversations,,body,Select up to three areas where pre-meeting prep would help the most.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.sub,,,src/scenes/OnboardingFlow.tsx,,inline
163,Clients,Client Conversations,,label,Protection & life insurance,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.options.protection.title,,,src/scenes/OnboardingFlow.tsx,,constant
164,Clients,Client Conversations,,label,Retirement income,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.options.retirement.title,,,src/scenes/OnboardingFlow.tsx,,constant
165,Clients,Client Conversations,,label,Investment planning,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.options.investment.title,,,src/scenes/OnboardingFlow.tsx,,constant
166,Clients,Client Conversations,,label,Estate and legacy,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.options.estate.title,,,src/scenes/OnboardingFlow.tsx,,constant
167,Clients,Client Conversations,,label,Business owner solutions,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.options.business.title,,,src/scenes/OnboardingFlow.tsx,,constant
168,Clients,Client Conversations,,label,LTC & benefits,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,onboarding.client-conversations.options.ltc.title,,,src/scenes/OnboardingFlow.tsx,,constant
169,Clients,Staying Connected,,headline,How do you currently stay connected with clients and prospects between meetings?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,onboarding.stay-in-front.headline,,,src/scenes/OnboardingFlow.tsx,,inline
170,Clients,Staying Connected,,body,Select up to three methods you use the most today.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,onboarding.stay-in-front.sub,,,src/scenes/OnboardingFlow.tsx,,inline
171,Plan,Your Plan,,headline,Here's how your goals become a plan.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.plan.headline,,,src/scenes/OnboardingFlow.tsx,,inline
172,Plan,Your Plan,,body,You set a goal of {fyc}. Let's do the math to figure out a weekly cadence of how many cases and appointments you need to take to get you there.,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.plan.body,fyc,,src/scenes/OnboardingFlow.tsx,,inline
173,Plan,Your Plan,,cta,Build my plan,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.plan.cta,,,src/scenes/OnboardingFlow.tsx,,inline
174,Plan,Processing Animation,,loading,Processing your inputs,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.processing[0],,,src/scenes/OnboardingFlow.tsx,,constant
175,Plan,Processing Animation,,loading,Personalizing,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.processing[1],,,src/scenes/OnboardingFlow.tsx,,constant
176,Plan,Processing Animation,,loading,Calibrating,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.processing[2],,,src/scenes/OnboardingFlow.tsx,,constant
177,Plan,Processing Animation,,loading,Refining your plan,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.processing[3],,,src/scenes/OnboardingFlow.tsx,,constant
178,Plan,Processing Animation,,loading,Mapping your goals,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.processing[4],,,src/scenes/OnboardingFlow.tsx,,constant
179,Plan,Processing Animation,,loading,Almost there,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,onboarding.processing[5],,,src/scenes/OnboardingFlow.tsx,,constant
180,Plan,Plan Sidebar,,label,Building your plan,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.plan-rail.heading,,,src/scenes/OnboardingFlow.tsx,,inline
181,Plan,Plan Sidebar,,label,Long-term goals,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.plan-rail.section1,,,src/scenes/OnboardingFlow.tsx,,inline
182,Plan,Plan Sidebar,,label,Your business,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.plan-rail.section2,,,src/scenes/OnboardingFlow.tsx,,inline
183,Plan,Plan Sidebar,,label,Your clients,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,onboarding.plan-rail.section3,,,src/scenes/OnboardingFlow.tsx,,inline
